Kg;K;I0;I02;n;n2;Rp;Rs;Ki;Isc;Voc;ns;Error;Voc_flash;Isc_flash;ErrorI;ErrorPrI;ErrorImpp;ErrorVmpp;ErrorPmpp;errorPmppAbs;ErrorPmppSystematic;Kg15min;ModuleId;tempOffset;valid;Ios;Vos;Pmpp;Vmpp;Impp;Name;Date
1,1,1,1,1,1,1,1,1,0,47571370356274495,0,8637046906521844,0,9361712825214368,0,9329706969401664,0,9541745764160788,0,9329706969401664,0,9361712825214368,0,9329706969401664,0,8987244312205791,0,845327995106392,1,1,1,1,1;1;3,8000000000000003e-10;0;1;1;365;0,406;0,0004;5,34;44,53;72;6,624843353371247;44,64;5,68;0,06705913845019672;0,2901421908411437;2,3364147414751635;1,875499595983665;2,3458698774622224;1,3596174943007113;0,14780189618537812;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5048390323523008,0,47571370356274495,0,6870056950195782,0,8637046906521844,0,9329706969401664,0,9329706969401664,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9329706969401664,0,9361712825214368,0,9541745764160788,0,9541745764160788,0,9736181338222935,0,9548947081718652,0,9541745764160793,0,9329706969401664,0,9541745764160788,0,9827998137085625,0,9923415594727225,1,0,9926949574639878,0,9361712825214368,0,9552347703898743,0,9361712825214368,0,9548947081718652,0,9548947081718652,0,9329706969401664,0,9541745764160788,0,9361712825214368,0,9361712825214368,0,8987244312205791,0,845327995106392,0,8778406103027923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf1475688;-11,5;true;5,334066763248342;43,18399999999006;177,25314575546113;35,70000000000024;4,965074110797198;String 1,6;29,10,2019
1,1,1,1,1,1,1,1,1,0,5042717490745945,0,9548947081718652,0,9736181338222936,0,992341559472722,0,9923415594727224,0,9361712825214368,0,9736181338222935,0,9736181338222935,0,9361712825214368,0,8987244312205792,1,1,1,1,1;1;1,6000000000000002e-10;0;1;1;410;0,901;0,0004;5,068;44,53;72;13,145762548979047;44,64;5,68;0,12354477083572771;0,2432263984248384;5,351473132362931;1,6221432544481462;6,048601391332243;3,059997137563635;-0,06770211955862038;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5145474752821527,0,5042717490745945,0,7774755807834712,0,9548947081718652,1,1,0,992341559472722,0,9923415594727224,0,9923415594727224,0,9736181338222936,0,992341559472722,1,0,992341559472722,1,1,0,9923415594727224,0,9923415594727225,0,9923415594727225,0,9926949574639878,1,1,0,992341559472722,0,9361712825214368,0,9736181338222935,1,0,9923415594727224,1,0,9923415594727224,0,9923415594727224,0,9736181338222936,0,9736181338222935,0,9548947081718653,0,9827998137085625,0,9361712825214368,0,9499338005208969,0,8987244312205792,0,9361712825214368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf1475688;-11,5;true;5,056887180356179;44,68899999998655;164,89915824381774;35,10000000000023;4,697981716348053;Module 1,6_1;29,10,2019
1,1,1,1,1,1,1,1,1,0,40711448593752775,0,8238307286188645,0,8987244312205791,0,8990444897787068,0,9160075933594368,0,8778406103027923,0,9329706969401664,0,8820813861979755,0,8637046906521844,0,8238307286188645,1,1,1,1,1;1;1,4e-10;0;1;1;635;0,802;0,0004;5,402;44,53;72;8,970527699239813;44,58;5,67;0,12655507011796827;-0,035411538344613414;3,2129405417606085;2,295708105722695;3,3353239816385414;2,255631784643273;-0,5152641162298983;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4221928002315102,0,40711448593752775,0,6106717289062907,0,8238307286188645,0,8987244312205792,0,9160075933594373,0,8820813861979758,0,8987244312205791,0,8987244312205791,0,8987244312205791,0,9160075933594373,0,9361712825214368,0,8990444897787068,0,9160075933594368,0,9160075933594368,0,9361712825214368,0,9499338005208969,0,9329706969401664,0,9160075933594368,0,9160075933594368,0,9160075933594368,0,9174478568710078,0,8778406103027923,0,9350910848877589,0,9541745764160788,0,9329706969401664,0,9329706969401664,0,9160075933594368,0,9361712825214368,0,9160075933594368,0,8820813861979755,0,8820813861979758,0,8820813861979758,0,8637046906521844,0,8778406103027923,0,8241241156304803,0,8238307286188645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf148d418;0;true;5,395185921351276;45,06999999998566;179,93488660025037;35,70000000000024;5,040192901967764;Module 1,6_2;29,10,2019
1,1,1,1,1,1,1,1,1,0,5823998896050739,0,992341559472722,0,9736181338222936,0,9736181338222936,1,0,8637046906521844,0,9361712825214368,0,9736181338222936,0,9736181338222935,0,9827998137085625,1,1,1,1,1;1;1,2e-10;0;1;1;185;1,099;0,0004;5,402;44,53;72;11,677969591728022;44,64;5,67;0,13482741756809435;0,26651128671247326;4,315475756237092;2,5482361917516694;4,679430226171167;3,1264441792637085;-0,07645139118465252;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6365964721145767,0,5823998896050739,0,8169202335008442,0,992341559472722,1,1,1,0,9923415594727227,1,0,9923415594727224,0,9736181338222936,0,9923415594727225,0,9736181338222936,0,9923415594727225,1,1,1,1,1,0,9736181338222936,0,9736181338222936,0,992341559472722,0,8637046906521844,0,9361712825214368,1,0,9361712825214368,0,9827998137085625,0,9736181338222936,0,9736181338222936,0,9736181338222936,0,9827998137085625,0,9736181338222936,0,9923415594727224,0,992694957463988,0,9736181338222935,0,9827998137085625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf14b33f3;0;true;5,370098708122484;45,29399999998514;169,34737386529108;34,70000000000022;4,880327777097694;Module 1,6_3;29,10,2019
1,1,1,1,1,1,1,1,1,0,4841008791116109,0,9174478568710078,0,9499338005208969,0,9329706969401664,0,9361712825214368,0,9160075933594368,0,9361712825214368,0,917774583315762,0,8987244312205792,0,8612775799197205,1,1,1,1,1;1;1,8e-10;0;1;1;455;0,6040000000000001;0,0004;5,305;44,53;72;7,852271691461042;44,58;5,61;0,07386627025362393;-0,05657776604968334;3,281502384582141;1,3049983573434634;3,191904679281813;1,6765172924813867;0,118722757527865;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4841008791116109,0,5880542574653176,0,8396736272461496,0,9174478568710078,0,9361712825214368,0,9361712825214368,0,9329706969401664,0,9541745764160788,0,9541745764160788,0,9541745764160788,0,9499338005208969,0,9548947081718653,0,9329706969401664,0,9361712825214368,0,9361712825214368,0,9541745764160788,0,9552347703898743,0,9361712825214368,0,9361712825214368,0,9541745764160788,0,9499338005208969,0,9160075933594368,0,9361712825214368,0,9923415594727224,0,9923415594727225,0,9541745764160788,0,9361712825214368,0,9541745764160788,0,9541745764160788,0,9499338005208969,0,917774583315762,0,9174478568710078,0,9174478568710078,0,8987244312205792,0,8987244312205794,0,8612775799197205,0,8618911347212256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf14c63ff;0;true;5,2979670933969905;44,56099999998685;178,6532450077217;36,10000000000024;4,948843352014418;Module 1,6_4;29,10,2019
1,1,1,1,1,1,1,1,1,0,3901513823567976,0,8241241156304809,0,8987244312205792,0,8987244312205791,0,9329706969401664,0,8778406103027923,0,8987244312205794,0,8940969179009923,0,8396736272461496,0,7863838773180071,1,1,1,1,1;1;8,000000000000001e-11;0;1;1;950;1,099;0,0004;5,4079999999999995;44,53;72;9,196648293973707;44,91;5,68;0,1007582789323049;-0,02880404065740949;3,8121202469426048;1,939175247303396;3,344594520795402;2,2452936785377733;-0,5142288198627007;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39863293414716294,0,3901513823567976,0,5991496208137191,0,8241241156304809,0,8940969179009923,0,8820813861979766,0,8940969179009923,0,8987244312205792,0,9160075933594373,0,9160075933594373,0,9160075933594373,0,9365046768528182,0,8987244312205791,0,9499338005208969,0,9329706969401664,0,9329706969401664,0,9541745764160788,0,9541745764160788,0,9541745764160788,0,9329706969401664,0,9329706969401664,0,936838189914376,0,8778406103027923,0,8987244312205794,0,9361712825214368,0,9160075933594368,0,9361712825214368,0,935091084887758,0,9174478568710078,0,9163338068898357,0,8940969179009923,0,8950407937489648,0,8637046906521844,0,8453279951063919,0,8396736272461496,0,7916115004340798,0,7863838773180071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf150dde7;-7;true;5,401751025071684;46,114999999983226;178,37892096376544;35,30000000000023;5,053227222769526;Module 1,6_5;29,10,2019
1,1,1,1,1,1,1,1,1,0,5428193145833693,0,9160075933594368,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9329706969401664,0,9361712825214368,0,9160075933594368,0,9174478568710078,0,8778406103027931,1,1,1,1,1;1;1,4e-10;0;1;1;320;0,6040000000000001;0,0004;5,33;44,53;72;7,9500416991328775;44,73;5,66;0,08069704180560922;0,3226758038090898;3,3815779271357878;0,9466221486371181;3,541144581554362;1,9813236827338958;0,20306268375472883;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5428193145833693,0,5645832965360055,0,8015066441895077,0,9160075933594368,0,9736181338222935,0,9548947081718653,0,9361712825214368,0,9736181338222935,0,9548947081718653,0,9548947081718652,0,9361712825214368,0,9736181338222935,0,9541745764160788,0,9548947081718652,0,9548947081718652,0,9361712825214368,0,9736181338222935,0,9548947081718652,0,9361712825214368,0,9361712825214368,0,954174576416079,0,9541745764160788,0,9329706969401664,0,9827998137085625,0,9923415594727224,0,9361712825214368,0,9541745764160793,0,9541745764160793,0,9548947081718652,0,9361712825214368,0,9160075933594368,0,9499338005208969,0,9541745764160788,0,9361712825214368,0,9174478568710078,0,8778406103027931,0,9174478568710078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf1533cec;0;true;5,319958577529725;45,01999999998578;180,52612290263428;36,50000000000025;4,945921175414604;Module 1,6_6;29,10,2019
1,1,1,1,1,1,1,1,1,0,47588311727483956,0,9160075933594373,0,9361712825214368,0,9329706969401664,0,9365046768528187,0,8987244312205794,0,8987244312205791,0,9329706969401664,0,9160075933594368,0,8820813861979755,1,1,1,1,1;1;1,2e-10;0;1;1;365;0,505;0,0004;5,28;44,53;72;6,802282695297231;44,57;5,7;0,07912950501917208;0,3468891067189914;2,8091309333511925;1,2170459976531327;2,6969762592737343;1,7167613462700626;0,006491452251275973;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5048390323523008,0,47588311727483956,0,7124503503906743,0,9160075933594373,0,9548947081718652,0,9732580679444007,0,9541745764160788,0,9541745764160793,0,9541745764160793,0,9361712825214368,0,9499338005208969,0,9548947081718652,0,9329706969401664,0,95417457641608,0,9361712825214368,0,9541745764160788,0,9548947081718652,0,9548947081718652,0,9365046768528187,0,9361712825214368,0,9541745764160788,0,9499338005208969,0,8987244312205794,0,8987244312205791,0,9736181338222936,0,9361712825214368,0,9548947081718652,0,9548947081718652,0,9548947081718652,0,9541745764160793,0,9329706969401664,0,9541745764160788,0,9541745764160788,0,9160075933594368,0,9350910848877589,0,8820813861979755,0,9191619976518406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf155c88c;0;true;5,272704887372417;45,29299999998514;183,1195047279091;37,30000000000026;4,909370099943909;Module 1,6_7;29,10,2019
1,1,1,1,1,1,1,1,1,0,7633396611328633,0,9923415594727224,0,9736181338222935,0,9361712825214368,0,9361712825214368,0,9160075933594373,0,9365046768528187,0,9548947081718653,0,9736181338222936,1,1,1,1,1,1;1;1,2e-10;0;1;1;140;0,7030000000000001;0,0004;5,544;44,53;72;9,483516343257834;44,7;5,68;0,1307020714975005;0,27445775495264435;3,7813489299348126;1,3652664142507425;4,206198927574779;1,9898561019709524;-0,13378111497594788;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7633396611328633,0,7633396611328634,0,9499338005208969,1,1,1,0,9923415594727224,0,9923415594727224,0,9739648639269312,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9361712825214368,0,9736181338222935,0,9548947081718652,0,9361712825214368,0,9736181338222935,0,9732580679444014,0,9545143821769115,0,9361712825214368,0,9361712825214368,0,9541745764160788,0,9160075933594373,0,9365046768528187,1,0,9736181338222935,0,9548947081718653,0,9548947081718653,0,9827998137085625,0,992341559472722,0,9736181338222935,0,9736181338222936,0,9923415594727225,0,9923415594727224,0,9923415594727224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf1595959;0;true;5,516300291252656;45,31599999998509;181,2651570856746;36,300000000000246;4,9935304982279165;Module 1,6_8;29,10,2019
1,1,1,1,1,1,1,1,1,0,4580037966797186,0,8987244312205791,0,9923415594727225,1,1,0,8396736272461497,0,8820813861979758,0,9736181338222936,0,9361712825214368,0,8987244312205792,1,1,1,1,1;1;8,000000000000001e-11;0;1;1;590;1,198;0,0004;4,933;44,53;72;12,578171850225043;44,82;5,67;0,11687749070594115;0,21720011692770713;4,97392945915128;2,0050963461931564;5,4822685541746665;2,758193272877973;-0,10435383208714562;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,46600526063289305,0,4580037966797186,0,6106717289062907,0,8987244312205791,0,9923415594727222,1,0,992341559472722,1,0,9923415594727225,0,9923415594727225,0,9923415594727225,1,1,1,1,1,1,1,1,1,1,1,0,8396736272461497,0,8820813861979758,1,1,1,1,1,1,0,9736181338222936,0,9736181338222936,0,9736181338222936,0,9736181338222935,0,9361712825214368,0,8987244312205792,0,9160075933594368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf15adfc1;0;true;4,923003797210097;45,93199999998365;161,19014506174096;35,20000000000023;4,57926548470852;Module 1,6_9;29,10,2019
