Kg;K;I0;I02;n;n2;Rp;Rs;Ki;Isc;Voc;ns;Error;Voc_flash;Isc_flash;ErrorI;ErrorPrI;ErrorImpp;ErrorVmpp;ErrorPmpp;errorPmppAbs;ErrorPmppSystematic;Kg15min;ModuleId;tempOffset;valid;Ios;Vos;Pmpp;Vmpp;Impp;Name;Date
1,1,1,1,1,1,1,1,1,0,9548947081718653,0,9548947081718653,0,9736181338222935,0,9736181338222936,0,9736181338222936,0,9923415594727224,0,9923415594727224,1,1,0,992341559472722,1,1,1,1,1;1;5,800000000000002e-10;0;1;1;320;0,406;0,0004;5,192;44,53;72;12,411601663912954;44,75;5,64;0,10125079138638082;0,0029097219453997347;4,012217000828234;4,069566945649647;4,228566926048691;2,5354960723164965;0,19097361843535005;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9736181338222935,0,9548947081718653,0,973964863926931,0,9827998137085625,0,9548947081718653,0,9736181338222935,0,992341559472722,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,973964863926931,0,9736181338222936,0,9923415594727224,0,992341559472722,0,9923415594727223,0,9736181338222936,0,9736181338222936,0,992341559472722,1,0,9923415594727224,1,1,1,0,9923415594727224,0,9923415594727224,1,1,1,1,1,1,1,1,1,1,0,992341559472722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f27108;-12;true;5,185420995881542;42,343999999992015;168,09426741329494;34,900000000000226;4,8164546536760415;String 1,11;28,09,2019
1,1,1,1,1,1,1,1,1,0,9329706969401664,0,9361712825214368,0,9361712825214368,0,9548947081718652,0,9736181338222935,0,9736181338222935,0,9365046768528187,0,9174478568710078,0,9160075933594368,0,9160075933594368,1,1,1,1,1;1;2,2000000000000002e-10;0;1;1;500;0,6040000000000001;0,0004;5,256;44,53;72;7,580393907056575;44,75;5,64;0,0804075757884547;0,09300315254527969;2,904710681500174;1,6449144844756787;2,950361165292266;1,8451553641164338;-0,07364346819836953;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9329706969401664,0,9329706969401665,0,9541745764160788,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9548947081718652,0,9361712825214368,0,9548947081718652,0,9548947081718652,0,9548947081718652,0,9827998137085625,0,992341559472722,0,9548947081718653,0,9827998137085625,0,9736181338222935,0,9827998137085625,0,9736181338222935,0,992341559472722,0,9736181338222935,0,992341559472722,0,9736181338222935,0,9736181338222935,0,9827998137085625,0,9365046768528187,0,9548947081718652,0,9329706969401664,0,9548947081718652,0,9361712825214368,0,9174478568710078,0,9160075933594368,0,9499338005208969,0,9160075933594368,0,9329706969401664,0,933623124000964,0,9160075933594368,0,9329706969401664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f27108;-12;true;5,249658411637516;44,175999999987745;175,48787212472203;35,80000000000024;4,90189586940561;Module 1,11_1;28,09,2019
1,1,1,1,1,1,1,1,1,0,9541745764160788,0,9361712825214368,0,9548947081718652,0,9548947081718653,0,9548947081718653,0,9736181338222936,0,9548947081718652,0,9499338005208969,0,9361712825214368,0,9361712825214368,1,1,1,1,1;1;2,0000000000000003e-10;0;1;1;500;0,505;0,0004;5,183;44,53;72;6,36623136225057;44,72;5,61;0,07623770673689957;0,0063062105563731485;2,49559924149243;1,344773667072516;2,449620746948724;1,6796327411916;-0,22576271763802822;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9541745764160788,0,9541745764160788,0,9361712825214368,0,9548947081718652,0,9361712825214368,0,9548947081718652,0,9736181338222935,0,9548947081718652,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,992341559472722,0,9548947081718653,0,9736181338222935,0,992341559472722,0,9736181338222935,0,9548947081718653,0,992341559472722,0,992341559472722,0,9736181338222936,0,992341559472722,0,992341559472722,0,992341559472722,0,9548947081718652,0,9736181338222935,0,9541745764160788,0,9555881683811405,0,9499338005208969,0,9499338005208969,0,9361712825214368,0,9548947081718652,0,9736181338222935,0,9548947081718652,0,9361712825214368,0,9541745764160788,0,9548947081718652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f3c981;0;true;5,177770451222264;44,325999999987395;176,2523885806407;36,40000000000025;4,842098587380207;Module 1,11_2;28,09,2019
1,1,1,1,1,1,1,1,0,7863838773180071,0,9160075933594368,0,9160075933594368,0,9361712825214368,0,9361712825214368,0,9736181338222935,0,9736181338222936,0,9732580679444012,0,9541745764160793,0,9361712825214368,0,9736181338222935,1,1,1,1,1;1;2,8e-10;0;1;1;455;0,505;0,0004;5,222;44,53;72;8,285887243310842;44,56;5,74;0,07456282219470628;-0,0327931376785251;2,9574532172762935;2,1329475047684245;3,1209236990714184;2,0581913950563444;-0,14607930533512017;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7863838773180071,1,1,0,9923415594727223,0,9160075933594368,0,9354240945333735,0,9339556108684866,0,9329706969401664,0,9160075933594368,0,9541745764160788,0,9365046768528187,0,9499338005208969,0,9361712825214368,0,9361712825214368,0,9361712825214368,0,9548947081718653,0,9827998137085625,0,9548947081718653,0,9827998137085625,0,9736181338222935,0,9827998137085625,0,9736181338222935,0,992341559472722,0,992341559472722,0,9736181338222936,0,992341559472722,0,9736181338222936,0,992341559472722,0,9732580679444012,0,9827998137085625,0,9541745764160798,1,0,9541745764160793,0,9541745764160793,0,9361712825214368,0,9736181338222935,0,992341559472722,0,9736181338222936,0,9736181338222935,0,9736181338222935,0,9923415594727224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f5a76c;0;true;5,216210578584783;43,71499999998882;174,32771579868813;35,80000000000024;4,8694892681197475;Module 1,11_3;28,09,2019
1,1,1,1,1,1,1,1,1,0,9174478568710078,0,9160075933594368,0,9361712825214368,0,9361712825214368,0,9736181338222935,0,9736181338222936,0,9736181338222935,0,9548947081718652,0,9548947081718652,0,9736181338222936,1,1,1,1,1;1;2,2000000000000002e-10;0;1;1;455;0,6040000000000001;0,0004;5,225;44,53;72;8,520691854834645;44,4;5,75;0,08188260059760831;0,004871868832094561;2,9835462675577045;2,339825215326379;3,115437771352953;1,981274193682745;0,019698800846241937;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9923415594727225,0,9174478568710078,0,9365046768528186,0,9336231240009646,0,9499338005208969,0,9160075933594368,0,9541745764160788,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9361712825214368,0,9361712825214368,0,9827998137085625,0,9736181338222935,0,9548947081718653,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9827998137085625,0,992341559472722,0,9736181338222936,0,9736181338222936,0,9736181338222936,0,9923415594727224,0,9736181338222936,0,9736181338222935,0,9736181338222935,0,9548947081718652,0,9548947081718653,0,9548947081718652,0,9548947081718652,0,9548947081718652,0,992341559472722,0,9736181338222936,0,9926949574639876,0,9736181338222936,0,9736181338222936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f6fda4;0;true;5,218073150257991;44,16199999998778;174,21913635527758;35,80000000000024;4,866456322773084;Module 1,11_4;28,09,2019
1,1,1,1,1,1,1,1,1,0,9548947081718653,0,9736181338222935,0,9555881683811397,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9361712825214368,0,9160075933594368,0,8615843027045923,0,6610809518112912,0,7676604516675779,1,1,1,1;1;3,0000000000000005e-10;0;1;1;455;0,30700000000000005;0,0004;5,198;44,53;72;7,295257930121091;44,81;5,66;0,07607694281710085;0,03682984832155367;2,497391553601502;1,7819075886115212;2,9398818450909663;1,845648234725578;-0,16582773137821505;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9827998137085625,0,9548947081718653,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,9827998137085625,0,9827998137085625,0,9736181338222935,0,9555881683811397,0,9736181338222935,0,9736181338222935,0,9736181338222936,0,992341559472722,0,9827998137085625,0,973964863926931,0,9736181338222935,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,9736181338222936,0,992341559472722,0,9736181338222935,0,9736181338222936,0,9736181338222935,0,9361712825214368,0,9736181338222935,0,9541745764160788,0,9923415594727224,0,9329706969401664,0,9160075933594368,0,9329706969401664,0,9361712825214368,0,9177745833157624,0,8615843027045923,0,8778406103027923,0,7766754343881541,0,7489370260171496,0,6610809518112912,0,7676604516675779,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f90d12;0;true;5,19449514242758;43,578999999989136;177,5845951394349;36,50000000000025;4,865331373683115;Module 1,11_5;28,09,2019
1,1,1,1,1,1,1,1,1,0,9329706969401664,0,9361712825214368,0,9361712825214368,0,9548947081718652,0,9548947081718653,0,9736181338222936,0,9548947081718653,0,9368381899143765,0,9548947081718653,0,9736181338222935,1,1,1,1,1;1;2,0000000000000003e-10;0;1;1;455;0,6040000000000001;0,0004;5,198;44,53;72;6,3700728812723355;44,78;5,66;0,06539315461406905;0,013611054023972669;2,264664019599744;1,8202299430542772;2,2197857640042455;1,3596694672887935;0,24765082355276008;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9329706969401664,0,9329706969401664,0,9541745764160788,0,9361712825214368,0,9499338005208969,0,9361712825214368,0,9548947081718652,0,9361712825214368,0,9548947081718652,0,9548947081718652,0,9548947081718652,0,974311717510951,0,992341559472722,0,9827998137085625,0,9736181338222935,0,992341559472722,0,9736181338222935,0,9548947081718653,0,992341559472722,0,9736181338222936,0,9923415594727222,0,992341559472722,0,9923415594727223,0,992341559472722,0,9548947081718653,0,9548947081718653,0,9548947081718652,0,9548947081718652,0,954174576416079,0,9368381899143765,0,9732580679444014,0,9548947081718653,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9736181338222935,0,9739648639269312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fa6902;-9;true;5,191108944599742;44,32799999998739;174,1715488334905;35,90000000000024;4,851575176420316;Module 1,11_6;28,09,2019
1,1,1,1,1,1,1,1,1,0,9361712825214368,0,9361712825214368,0,9548947081718652,0,9732580679444007,0,9548947081718653,0,992341559472722,0,9548947081718652,0,9541745764160788,0,9329706969401665,0,9541745764160792,1,1,1,1,1;1;2,4e-10;0;1;1;455;0,505;0,0004;5,192;44,53;72;6,083013542376641;44,58;5,64;0,0681106850682725;-0,0017184854040623865;2,395337251789083;1,0752077101374522;2,5443578953818324;1,5296149139774275;-0,07762948690415464;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9361712825214368,0,9361712825214368,0,9548947081718652,0,9548947081718653,0,9361712825214368,0,9736181338222935,0,9736181338222935,0,9548947081718652,0,9736181338222935,0,9736181338222935,0,9732580679444007,0,9736181338222935,0,992341559472722,0,9827998137085625,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,9548947081718653,0,992341559472722,0,992341559472722,0,992341559472722,0,992341559472722,0,9736181338222936,0,992341559472722,0,9548947081718652,0,9736181338222935,0,9541745764160788,0,9736181338222935,0,9541745764160788,0,9541745764160788,0,9329706969401665,0,9736181338222935,0,9548947081718653,0,9555881683811405,0,9548947081718652,0,9541745764160792,0,9827998137085625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fbc4f5;0;true;5,186243838507476;43,98899999998818;174,68608764568665;36,10000000000024;4,838949796279376;Module 1,11_7;28,09,2019
1,1,1,1,1,1,1,1,0,4160761255650827,0,8085746040148108,0,9329706969401664,0,9329706969401664,0,9361712825214368,0,9827998137085625,0,9736181338222936,0,9736181338222935,0,9827998137085625,0,9827998137085625,0,9923415594727225,1,1,1,1,1;1;3,8000000000000003e-10;0;1;1;500;0,505;0,0004;5,207;44,53;72;10,031719596021087;44,53;5,69;0,10122132483994792;0,0013691770562944683;2,6997844665655797;3,4785683275826758;3,7521454770328826;2,6692164294758896;0,1923734117895841;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4160761255650827,0,5436728040717089,0,8085746040148108,0,823830728618865,0,9174478568710078,0,9350910848877589,0,9361712825214368,0,9329706969401664,0,936838189914376,0,9329706969401664,0,9499338005208969,0,9329706969401664,0,9541745764160788,0,9361712825214368,0,9361712825214368,0,9548947081718653,0,9736181338222935,0,9548947081718653,0,9827998137085625,0,992341559472722,0,992341559472722,0,9827998137085625,0,9736181338222936,0,9736181338222936,0,9923415594727225,0,9923415594727224,1,0,9923415594727224,0,9736181338222935,0,9736181338222936,0,9827998137085625,1,0,9827998137085625,0,9827998137085625,0,9827998137085625,1,0,9923415594727225,1,0,9923415594727225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fcca71;0;true;5,2017462351104795;43,14799999999014;171,36770537968837;35,30000000000023;4,85460921755488;Module 1,11_8;28,09,2019
1,1,1,1,1,1,1,1,0,9736181338222935,0,9160075933594368,0,9329706969401664,0,9361712825214368,0,9541745764160792,0,9548947081718653,0,9736181338222936,0,9548947081718652,0,9361712825214368,0,9541745764160788,0,9548947081718653,1,1,1,1,1;1;1,8e-10;0;1;1;410;0,6040000000000001;0,0004;5,216;44,53;72;7,0419545192127275;44,53;5,72;0,07154029954141464;0,013302804057786055;2,5050962956860827;2,021762677993541;2,443555245991689;1,625961594930177;-0,1220722072094555;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9736181338222935,1,1,1,0,9160075933594368,0,9160075933594368,0,9329706969401664,0,9499338005208969,0,9329706969401664,0,9541745764160788,0,9361712825214368,0,9541745764160788,0,9361712825214368,0,9548947081718652,0,9541745764160792,0,9827998137085625,0,9736181338222935,0,9555881683811397,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,9548947081718653,0,992341559472722,0,992341559472722,0,9736181338222936,0,992341559472722,0,9736181338222936,0,992341559472722,0,9548947081718652,0,9827998137085625,0,9361712825214368,0,9736181338222935,0,9365046768528187,0,9361712825214368,0,9541745764160788,0,9548947081718653,0,9736181338222935,0,9736181338222935,0,9555881683811397,0,9548947081718653,0,9736181338222936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fe2028;0;true;5,208327243937285;44,52599999998693;175,38849566528995;36,10000000000024;4,858407082140963;Module 1,11_9;28,09,2019
