Kg;K;I0;I02;n;n2;Rp;Rs;Ki;Isc;Voc;ns;Error;Voc_flash;Isc_flash;ErrorI;ErrorPrI;ErrorImpp;ErrorVmpp;ErrorPmpp;errorPmppAbs;ErrorPmppSystematic;Kg15min;ModuleId;tempOffset;valid;Ios;Vos;Pmpp;Vmpp;Impp;Name;Date
1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,2940271287326588,0,5769588941169157,0,7824231526611848,0,7863838773180071,0,845327995106392,0,8085746040148108,0,8163493598226474,0,8085746040148108,0,6740433234154349,0,4664853484700832,0,15832230008681636,1,3877787807814457e-16,1,1,3877787807814457e-16,1;1;4,8e-10;0;1;1;815;0,6040000000000001;0,0004;5,256;44,53;72;8,064000526287622;44,75;5,64;0,11600459574419433;-0,012787176341716444;2,93346148253288;1,821750958008691;3,192783490001857;2,270236173779397;-0,26823073715565143;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,2940271287326588,0,38754167411360774,0,466485348470083,0,5145474752821522,0,5769588941169157,0,634159103094995,0,6740433234154356,0,7633396611328631,0,8396736272461508,0,8085746040148108,0,8015066441895076,0,7824231526611848,0,8015066441895062,0,7863838773180071,0,8453279951063919,0,8940969179009923,0,8637046906521844,0,8612775799197209,0,8612775799197209,0,845327995106392,0,8612775799197206,0,8085746040148108,0,8241241156304803,0,8085746040148108,0,8163493598226474,0,8396736272461498,0,8396736272461498,0,845327995106392,0,8085746040148108,0,8778406103027923,0,8940969179009923,0,8085746040148108,0,7633396611328633,0,7489370260171491,0,7251726780762205,0,6740433234154349,0,588054257465317,0,5617027695128616,0,5048390323523001,0,4664853484700832,0,3523106128305526,0,2938137563605739,0,21507935106133508,0,15832230008681636,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1;4e79bf2f27108;-12;true;5,252107638287575;42,74599999999108;169,4160483138338;34,40000000000022;4,924885125402114;String 1,11;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,33926207161460625,0,5991496208137191,0,8015066441895077,0,8015066441895076,0,845327995106392,0,8085746040148108,0,8163493598226474,0,8238307286188645,0,6735629791210656,0,4580037966797187,0,1553350868776309,1,3877787807814457e-16,1,3877787807814457e-16,1,1;1;2,8e-10;0;1;1;455;0,505;0,0004;5,256;44,53;72;11,0635877307094;44,75;5,64;0,10878417384361351;-0,01369786453049926;4,0206504139263375;3,040157778371987;3,893995364567462;2,165692031646893;-0,0010413436982538117;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,2074718053335477,0,2551933570132511,0,33926207161460625,0,4227727353966637,0,47571370356274495,0,5325774407233066,0,5991496208137191,0,6481185802071483,0,687005695019577,0,7633396611328633,0,8015066441895077,0,8396736272461498,0,8015066441895077,0,8238307286188645,0,8396736272461496,0,8015066441895076,0,8615843027045922,0,8987244312205794,0,8778406103027923,0,8615843027045919,0,845327995106392,0,845327995106392,0,8612775799197209,0,8085746040148108,0,8241241156304804,0,8238307286188645,0,8163493598226474,0,8238307286188645,0,8238307286188645,0,8612775799197206,0,8238307286188645,0,8612775799197209,0,8940969179009923,0,8241241156304804,0,735067821831646,0,7489370260171491,0,7251726780762205,0,6735629791210656,0,588054257465317,0,5725047458496473,0,5040922290500042,0,4580037966797187,0,32795333589411874,0,27140965729168465,0,2110964001157551,0,1553350868776309,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,1,1;4e79bf2f27108;-12;true;5,250172884146898;43,72699999998879;175,46032321089703;35,80000000000024;4,901126346673069;Module 1,11_1;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,32795333589411874,0,6219804646267775,0,8085746040148108,0,8169202335008442,0,8615843027045925,0,8238307286188645,0,8238307286188645,0,8241241156304804,0,6997280227051241,0,4839285398880041,0,16403506419632835,1,3877787807814457e-16,1,1,1;1;2,2000000000000002e-10;0;1;1;590;0,30700000000000005;0,0004;5;44,53;72;13,768455253365264;44,72;5,61;0,14885860175421975;-0,09358731517787167;5,14536381673206;2,6223319681477473;5,8519008667312375;3,8006355894948958;-1,0430055209693923;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,1849938465973985,0,24125302870372003,0,32795333589411874,0,4147958913325751,0,514174073631004,0,5876275127211478,0,6219804646267775,0,6486162021165816,0,712450350390674,0,7718212129232287,0,8396736272461499,0,8396736272461499,0,8085746040148108,0,823830728618865,0,8396736272461496,0,8169202335008442,0,8637046906521844,0,8987244312205791,0,8820813861979758,0,8637046906521844,0,8615843027045925,0,8637046906521844,0,8637046906521852,0,8396736272461498,0,8238307286188645,0,8396736272461496,0,8238307286188645,0,8552231388618183,0,8552231388618183,0,8778406103027923,0,8241241156304804,0,8778406103027931,0,9160075933594373,0,8396736272461496,0,7682073157297894,0,7633396611328634,0,7489370260171492,0,6997280227051241,0,6106717289062906,0,5769588941169157,0,5145474752821526,0,4839285398880041,0,350570807335093,0,28184849026444164,0,21892005375885928,0,16403506419632835,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f3c981;0;true;4,997399657859945;44,08699999998795;173,97056043945219;37,10000000000026;4,689233435025633;Module 1,11_2;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,33286090045206673,0,633289200347264,0,8015066441895076,0,7766754343881541,0,8396736272461499,0,8169202335008442,0,8015066441895075,0,8085746040148108,0,6870056950195785,0,4932348579627732,0,18435372948114462,1,3877787807814457e-16,1,1,1;1;2,8e-10;0;1;1;410;0,505;0,0004;5,296;44,53;72;6,846226189078176;44,56;5,74;0,09038070385461493;-0,09408175870183144;2,3070341004779324;1,982671290709458;2,4661400940361706;1,8095305168561462;-0,15385556872037576;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,20355724296876387,0,33286090045206673,0,3827900355198761,0,5202018431423955,0,5242559182120055,0,633289200347264,0,633289200347264,0,6740433234154356,0,7114901747162924,0,8015066441895076,0,8015066441895077,0,8015066441895076,0,8015066441895077,0,8238307286188645,0,7766754343881541,0,8612775799197209,0,8637046906521844,0,8612775799197209,0,8396736272461499,0,8552231388618183,0,8396736272461499,0,8396736272461499,0,8169202335008442,0,8238307286188645,0,8396736272461498,0,8015066441895075,0,8396736272461496,0,8396736272461498,0,8612775799197209,0,8085746040148108,0,8615843027045925,0,8940969179009923,0,8396736272461498,0,7489370260171491,0,7489370260171492,0,7489370260171491,0,6870056950195785,0,6617966383093253,0,5769588941169157,0,524255918212005,0,4932348579627732,0,3746018707411275,0,3109902323133886,0,23487374188703516,0,18435372948114462,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f5a76c;0;true;5,289484901836422;43,737999999988766;176,48454253797226;35,80000000000024;4,929735825082991;Module 1,11_3;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,3341411346845742,0,588054257465317,0,8015066441895062,0,8012317790851908,0,8396736272461499,0,8015066441895077,0,8238307286188645,0,8238307286188645,0,6870056950195785,0,4839285398880041,0,16397666794705965,1,3877787807814457e-16,1,1,1;1;1,6000000000000002e-10;0;1;1;455;0,802;0,0004;5,3;44,53;72;7,403642975275137;44,4;5,75;0,10148312658472822;-0,09781902359379524;2,4798326731083087;2,1373237744751044;2,6850034011069948;1,9201558692431593;0,08683628981162733;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,16130951329600132,0,3341411346845742,0,38754167411360774,0,4953069179799354,0,524255918212005,0,588054257465317,0,6106717289062906,0,6870056950195781,0,7251726780762205,0,8163493598226474,0,8015066441895077,0,8015066441895062,0,8015066441895077,0,8012317790851908,0,8015066441895062,0,8396736272461499,0,8778406103027923,0,8637046906521852,0,8615843027045919,0,8396736272461499,0,8396736272461499,0,8612775799197209,0,8015066441895077,0,8396736272461498,0,823830728618865,0,8238307286188645,0,8558211970008837,0,8558211970008833,0,8778406103027923,0,823830728618865,0,8778406103027923,0,8820813861979758,0,8238307286188645,0,7489370260171491,0,749203741482255,0,7489370260171491,0,6870056950195785,0,6740433234154349,0,5880542574653176,0,5048390323523008,0,4839285398880041,0,36059930882307156,0,31099023231338874,0,2226843638787232,0,16397666794705965,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f6fda4;0;true;5,290674458100858;44,776999999986344;174,72181338614345;35,500000000000234;4,9217412221448535;Module 1,11_4;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,36006587789285976,0,7350678218316463,0,8012317790851908,0,823830728618865,0,8552231388618183,0,8163493598226474,0,8396736272461496,0,8396736272461499,0,7766754343881541,0,466485348470083,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1;1;2,4e-10;0;1;1;590;0,505;0,0004;5,264;44,53;72;7,905392785295916;44,81;5,66;0,0909420807839269;0,017493926608994403;2,873238583219687;1,9632853040668161;2,9779268172254865;1,6255535926992435;-0,2836575155647589;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,23371387155672874,0,36006587789285976,0,41465364308451846,0,5040922290500042,0,6106717289062907,0,7350678218316463,0,7633396611328633,0,7633396611328634,0,7718212129232287,0,8163493598226474,0,8396736272461498,0,8085746040148108,0,8012317790851908,0,823830728618865,0,8396736272461498,0,8637046906521844,0,8820813861979758,0,8778406103027923,0,8781532316027576,0,8552231388618183,0,8612775799197209,0,8552231388618183,0,8163493598226474,0,8396736272461498,0,8778406103027923,0,8396736272461496,0,8558211970008837,0,845327995106392,0,8612775799197209,0,8396736272461499,0,8612775799197209,0,8778406103027923,0,8778406103027923,0,7766754343881541,0,8085746040148108,0,8015066441895076,0,7774755807834712,0,6742833673340292,0,6219804646267775,0,524255918212005,0,466485348470083,0,3744685130085746,0,2884794470584576,0,18093977152779023,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2f90d12;0;true;5,259498225326616;44,0229999999881;177,75500894082413;36,10000000000024;4,923961466504791;Module 1,11_5;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,3340265458180843,0,6365964721145767,0,7863838773180071,0,8396736272461496,0,845327995106392,0,8163493598226474,0,8085746040148108,0,8085746040148108,0,7251726780762205,0,46600526063289305,0,1775258135744357,1,3877787807814457e-16,1,1,1;1;1,8e-10;0;1;1;500;0,7030000000000001;0,0004;5,264;44,53;72;7,201688061777655;44,78;5,66;0,0856299621048003;-0,05983697620527462;2,7543909176019628;1,647891966864232;2,7137752152066597;1,8781501839040013;-0,11413439451137954;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,1809397715277899,0,3340265458180843,0,3675339109158234,0,5048390323523001,0,6106717289062907,0,6365964721145767,0,6870056950195769,0,7251726780762205,0,7251726780762205,0,8163493598226474,0,7863838773180071,0,7863838773180071,0,8085746040148108,0,8396736272461496,0,8396736272461504,0,8775395675694926,0,8940969179009923,0,8612775799197206,0,8612775799197209,0,845327995106392,0,845327995106392,0,8612775799197205,0,8163493598226474,0,8238307286188651,0,8241241156304814,0,8085746040148108,0,845327995106392,0,8238307286188645,0,8612775799197209,0,8085746040148108,0,8612775799197209,0,8940969179009923,0,8163493598226474,0,7350678218316463,0,7489370260171491,0,7350678218316475,0,7251726780762205,0,6488387119629343,0,633289200347264,0,5048390323523001,0,46600526063289305,0,3800991728274756,0,3109902323133886,0,23371387155672874,0,1775258135744357,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fa6902;-9;true;5,256609206309141;44,54999999998687;175,1617486010472;35,70000000000024;4,90649155745227;Module 1,11_6;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,3800991728274756,0,6740433234154356,0,8238307286188651,0,8396736272461499,0,8778406103027929,0,845327995106392,0,8637046906521844,0,8637046906521844,0,8015066441895062,0,48542214649259663,0,1809397715277899,1,3877787807814457e-16,1,1,1;1;2,0000000000000003e-10;0;1;1;545;0,7030000000000001;0,0004;5,256;44,53;72;7,40729759391979;44,58;5,64;0,09710039958084908;-0,02547012587351949;2,944389367351619;1,5026240665664101;2,863183760420911;1,881985833629215;0,031867965623986125;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,22327503858397169,0,3800991728274756,0,4839285398880041,0,5436728040717089,0,6365964721145767,0,6740433234154356,0,7350678218316468,0,7916115004340806,0,8241241156304802,0,8987244312205792,0,8778406103027931,0,845327995106392,0,8238307286188651,0,8396736272461499,0,8552231388618183,0,8987244312205792,0,9174478568710078,0,8820813861979758,0,8778406103027931,0,8940969179009923,0,8778406103027929,0,9160075933594373,0,845327995106392,0,8612775799197209,0,8778406103027931,0,8637046906521844,0,8778406103027923,0,8637046906521844,0,8820813861979758,0,8778406103027923,0,8637046906521844,0,8820813861979758,0,8820813861979766,0,8241241156304803,0,8238307286188645,0,8015066441895077,0,8015066441895062,0,712450350390674,0,634159103094995,0,5436728040717089,0,48542214649259663,0,4071144859375276,0,3053358644531453,0,23487374188703516,0,1809397715277899,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fbc4f5;0;true;5,249228974932897;44,35499999998733;174,167585892192;35,500000000000234;4,906129180061714;Module 1,11_7;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,3340265458180843,0,6490787558815301,0,7766754343881541,0,8085746040148108,0,8637046906521844,0,8396736272461499,0,8637046906521844,0,8940969179009923,0,8085746040148108,0,5436728040717089,0,19971654027123975,1,3877787807814457e-16,1,1,1;1;3,2000000000000003e-10;0;1;1;410;0,6040000000000001;0,0004;5,276;44,53;72;9,71261529069742;44,53;5,69;0,11749887917290078;-0,15542344346486114;2,6891199732289315;3,404624225215286;3,501372213080301;2,238762807098806;-0,04944035817182844;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,3340265458180843,0,367533910915823,0,5145474752821526,0,5769588941169157,0,6490787558815301,0,7124503503906727,0,7774755807834712,0,7863838773180071,0,8637046906521844,0,8612775799197205,0,8396736272461498,0,7766754343881541,0,8085746040148108,0,8163493598226474,0,8637046906521844,0,8820813861979758,0,8940969179009923,0,8778406103027923,0,8637046906521844,0,8637046906521844,0,8637046906521844,0,8396736272461499,0,8552231388618183,0,8778406103027931,0,8637046906521844,0,8778406103027923,0,8823955177457671,0,8987244312205792,0,8940969179009923,0,8940969179009923,0,9160075933594373,0,9160075933594373,0,8396736272461496,0,8552231388618183,0,8238307286188645,0,8085746040148108,0,7211986176461439,0,687005695019577,0,6106717289062906,0,5436728040717089,0,4493622156102897,0,34554470257043207,0,27140965729168465,0,19971654027123975,0,15832230008681644,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fcca71;0;true;5,268238983055385;43,48399999998936;172,2401580494316;35,10000000000023;4,907127009955285;Module 1,11_8;29,08,2019
1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,36059930882307195,0,6219804646267773,0,8015066441895062,0,8085746040148108,0,8396736272461499,0,8015066441895076,0,8396736272461508,0,8241241156304804,0,7633396611328633,0,5242559182120055,0,1886211769228376,1,3877787807814457e-16,1,1,1;1;2,4e-10;0;1;1;455;0,505;0,0004;5,288;44,53;72;7,524343106377251;44,53;5,72;0,0914724654645428;-0,08648852414908115;2,81416847366229;1,7974596338363444;2,8212425334140736;1,8750130908899296;-0,30217119243190355;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,0,18334811339418983,0,36059930882307195,0,42407758951825775,0,5242559182120055,0,588054257465317,0,6219804646267773,0,6608542436659514,0,7251726780762205,0,735067821831646,0,8163493598226474,0,8163493598226474,0,8163493598226474,0,8015066441895062,0,8085746040148108,0,8163493598226474,0,8778406103027923,0,8940969179009923,0,8778406103027923,0,8612775799197209,0,845327995106392,0,8396736272461499,0,8552231388618183,0,8015066441895076,0,8396736272461498,0,8396736272461497,0,8396736272461508,0,845327995106392,0,845327995106392,0,845327995106392,0,8241241156304804,0,8396736272461499,0,8637046906521844,0,8612775799197209,0,8015066441895062,0,8015066441895076,0,7633396611328633,0,7866639285563675,0,6740433234154356,0,6488387119629337,0,588054257465317,0,5242559182120055,0,4071144859375275,0,3166446001736321,0,24879218585071117,0,1886211769228376,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,1,1,1,1,1,1,1;4e79bf2fe2028;0;true;5,282137407157807;44,0239999999881;177,90940619434662;36,00000000000024;4,9419279498429285;Module 1,11_9;29,08,2019
