Kg;K;I0;I02;n;n2;Rp;Rs;Ki;Isc;Voc;ns;Error;Voc_flash;Isc_flash;ErrorI;ErrorPrI;ErrorImpp;ErrorVmpp;ErrorPmpp;errorPmppAbs;ErrorPmppSystematic;Kg15min;ModuleId;tempOffset;valid;Ios;Vos;Pmpp;Vmpp;Impp;Name;Date
1,1,1,1,1,1,1,1,1,1,0,6997280227051245,0,9188347772895579,0,992341559472722,1,0,9923415594727225,1,0,9736181338222936,0,6608542436659509,1,1,1,1,1,1;1;5,600000000000001e-10;0;1;1;230;0,406;0,0004;5,268;44,53;72;9,744986384000837;44,92;5,67;0,07002626830282263;0,03501984315017914;2,7466948289828057;3,8700796302567295;3,0581856564584804;1,7474198191390622;0,20943417816396667;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6997280227051245,0,8637046906521844,0,9499338005208969,0,9188347772895579,1,0,9329706969401664,0,992341559472722,0,9923415594727225,1,1,1,1,1,1,1,0,9923415594727225,0,9923415594727225,1,1,1,1,1,1,1,0,9923415594727225,0,9736181338222936,0,8163493598226474,0,6608542436659509,0,8085746040148112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd5c2c;0;true;5,258717219691988;42,416999999991845;169,41818728354187;35,00000000000023;4,840519636672593;String 2,2;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,0,7489370260171496,0,9174478568710078,0,9923415594727223,0,9923415594727225,0,9736181338222936,0,9736181338222936,0,9736181338222935,0,7350678218316463,1,1,1,1,1,1;1;1,2e-10;0;1;1;320;0,802;0,0004;5,201;44,53;72;6,206109091303446;44,92;5,67;0,05947110867316277;0,0878302538477298;2,494335874517826;1,3181382682921736;2,3341638398202837;1,370407548845485;-0,14176133866410645;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,0,7489370260171496,0,9160075933594373,0,9361712825214368,0,9174478568710078,1,0,9548947081718652,0,9923415594727223,1,1,1,1,1,0,9923415594727225,0,9923415594727225,0,9923415594727227,0,9736181338222936,0,9736181338222936,0,9923415594727225,1,0,9736181338222936,0,9736181338222936,0,992341559472722,0,992341559472722,0,9923415594727225,0,9739648639269312,0,9736181338222935,0,8637046906521844,0,7350678218316463,0,8396736272461496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd5c2c;0;true;5,187997580047477;45,25799999998522;172,95003349449541;36,00000000000024;4,804167597069285;Module 2,2_1;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,6365964721145767,0,8393856733273409,0,950912441112093,0,9736181338222935,0,9548947081718653,0,992341559472722,0,9923415594727224,1,1,1,1,1,1,1;1;3,2000000000000003e-10;0;1;1;230;0,505;0,0004;5,268;44,53;72;12,072209204355957;45,19;5,67;0,09097709964250748;0,02663104551765816;4,004638036123634;4,948300266047494;3,0282938025423207;2,0127871811990867;0,08325625243688904;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,0,6365964721145767,0,7769520282038205,0,8637046906521844,0,8393856733273409,0,9548947081718653,0,8987244312205792,0,950912441112093,0,9541745764160793,0,9548947081718652,0,9736181338222936,0,9736181338222935,0,9827998137085625,0,9736181338222935,0,9736181338222935,0,9827998137085625,0,9548947081718653,0,9736181338222935,0,9736181338222936,1,0,9923415594727225,0,9923415594727222,0,992341559472722,0,9923415594727224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd68a0;0;true;5,256458644127179;43,450999999989435;171,96121166455765;35,500000000000234;4,843977793367789;Module 2,2_2;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,0,8637046906521852,0,9541745764160788,0,9736181338222936,0,9923415594727225,0,9736181338222936,0,9736181338222936,0,9160075933594364,0,7916115004340805,1,1,1,1,1,1;1;6,000000000000001e-11;0;1;1;410;0,802;0,0004;5,14;44,53;72;6,277033520257942;44,86;5,7;0,056281362190425926;0,053658096458061966;2,6504824012908936;1,2045461387660419;2,365723618010581;1,4925880183989952;-0,1930830000415714;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,0,8637046906521852,0,8987244312205791,0,9541745764160792,0,9541745764160788,1,0,9736181338222935,0,9736181338222936,0,9923415594727225,0,9923415594727225,1,1,1,0,9923415594727225,0,9923415594727227,0,9923415594727225,0,9739648639269312,0,9736181338222936,0,9923415594727224,1,0,9923415594727223,0,9736181338222936,0,9926949574639877,0,9732580679444007,0,9827998137085625,0,9329706969401664,0,9160075933594364,0,7916115004340805,0,8015066441895076,0,9329706969401664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd6ee2;0;true;5,129965286919733;46,52799999998226;177,8890677812898;37,20000000000026;4,781964187669048;Module 2,2_3;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,8396736272461498,0,9499338005208969,0,9923415594727224,0,9923415594727225,0,9736181338222936,0,9739648639269312,0,9548947081718652,0,6106717289062907,1,1,1,1,1,1;1;4,000000000000002e-11;0;1;1;545;0,802;0,0004;5,068;44,53;72;6,044834611294899;44,9;5,68;0,05701692888709678;0,06891737810718501;2,477429973189808;1,0569364855120131;2,4534512237059807;1,6523394019716817;0,31831101807675133;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,0,8396736272461498,0,9160075933594373,0,9541745764160793,0,9499338005208969,1,0,9555881683811397,0,9923415594727224,1,1,1,1,1,0,9923415594727225,1,1,0,992341559472722,0,9736181338222936,0,9923415594727224,1,0,992341559472722,0,9739648639269312,0,992341559472722,0,992341559472722,0,9923415594727225,0,9736181338222935,0,9548947081718652,0,8015066441895076,0,6106717289062907,0,6615610396484815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd753f;0;true;5,060553094027242;47,26199999998055;179,81553966841022;38,00000000000027;4,731987886010762;Module 2,2_4;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,0,9160075933594367,0,9499338005208969,0,9736181338222935,1,0,9736181338222936,0,9736181338222936,0,9923415594727224,0,9160075933594368,1,1,1,1,1,1;1;6,000000000000001e-11;0;1;1;320;0,901;0,0004;5,204;44,53;72;7,249045599416317;45,22;5,68;0,06099242114734949;0,07804804245976138;2,650278247702469;2,216545464400478;2,32122946616602;1,5171290240126951;0,23867995244253834;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,0,9736181338222935,0,9160075933594367,0,9499338005208969,0,9548947081718652,1,0,9541745764160788,0,9736181338222935,1,1,1,1,1,1,1,1,0,9923415594727222,0,9736181338222936,1,0,9923415594727225,1,1,0,9736181338222936,0,9923415594727224,1,1,0,9923415594727224,0,9160075933594368,0,9541745764160788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd7b8a;0;true;5,189388626955947;46,539999999982236;176,79320511889395;36,80000000000025;4,804163182578607;Module 2,2_5;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,7534445173774389,0,8940969179009923,0,9736181338222935,0,9923415594727225,0,9923415594727224,0,9923415594727225,0,9923415594727225,0,8396736272461498,1,1,1,1,1,1;1;4,4000000000000003e-10;0;1;1;275;0,406;0,0004;5,195;44,53;72;6,498375943108817;45;5,65;0,058357844220407545;0,05180751567852093;2,3060414703696166;1,8222587922595141;2,3117178362592785;1,4852444647274199;0,14709542060057992;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,0,7534445173774389,0,8987244312205794,0,8940969179009923,0,9739648639269312,0,9365046768528186,0,9736181338222935,0,9923415594727224,1,1,1,1,1,0,9923415594727225,0,9923415594727225,1,0,9923415594727224,1,1,0,9923415594727225,0,9923415594727225,1,0,9923415594727225,1,1,1,1,0,9160075933594365,0,8396736272461498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd8271;0;true;5,187341596563805;42,84699999999084;169,96344553234846;35,40000000000023;4,801227274925066;Module 2,2_6;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,0,735067821831646,0,9160075933594364,0,9736181338222936,0,9923415594727225,0,9736181338222936,0,9736181338222935,0,9548947081718652,0,7676604516675779,1,1,1,1,1,1;1;1,2e-10;0;1;1;500;0,802;0,0004;5,12;44,53;72;5,560968140667473;44,68;5,6;0,05735752495961488;0,08972098772349657;2,2459817278948244;1,2386206427926694;2,0190082450203635;1,321136247772651;0,1809810599103698;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,1,1,1,1,1,0,735067821831646,0,8990444897787062,0,9541745764160788,0,9160075933594364,0,9923415594727227,0,9732580679444014,0,9736181338222936,0,9923415594727225,0,9923415594727225,1,1,1,0,9923415594727225,1,1,0,992341559472722,0,9736181338222936,0,9923415594727224,1,0,9736181338222936,0,9736181338222936,0,9736181338222935,0,9736181338222935,1,0,9827998137085625,0,9548947081718652,0,8396736272461499,0,7676604516675779,0,9160075933594373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd8932;0;true;5,111800670743562;45,24699999998525;171,78635295956673;36,00000000000024;4,7718431377657105;Module 2,2_7;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,7633396611328633,0,8820813861979758,0,9736181338222935,0,9923415594727225,0,9923415594727224,0,9736181338222936,0,992341559472722,0,9160075933594373,1,1,1,1,1,1;1;3,4e-10;0;1;1;275;0,505;0,0004;5,21;44,53;72;5,173156922411283;45;5,7;0,05538095195674756;0,04773091722887024;1,914967400335666;1,2285606648855234;1,974247905233346;1,2907521941184081;-0,0028429105817949817;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,0,7633396611328633,0,8820813861979758,0,8820813861979758,0,9923415594727224,0,9361712825214368,0,9736181338222935,1,1,1,1,1,1,0,9923415594727225,0,9923415594727225,0,9923415594727224,0,9923415594727224,0,9923415594727225,1,1,1,0,9736181338222936,1,1,0,9923415594727224,0,992341559472722,0,9736181338222936,1,0,9160075933594373,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd8f63;0;true;5,200450081511507;43,32899999998972;170,40937812085417;35,40000000000023;4,813824240702064;Module 2,2_8;28,11,2019
1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,0,9736181338222935,0,9736181338222936,1,0,9923415594727225,0,9736181338222936,0,9541745764160788,0,9541745764160788,0,7251726780762207,1,1,1,1,1,1;1;1e-10;0;1;1;545;0,059500000000000004;0,0004;5,067;44,53;72;6,303854183460874;44,94;5,67;0,058807397378264334;0,0673893098625693;2,10292166318441;1,6909524432184824;2,4511726796797175;1,5359797006156923;0,05526358629490723;1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3877787807814457e-16,1,3877787807814457e-16,1,1,1,1,1,1,0,9736181338222935,0,9923415594727224,0,9736181338222936,1,0,9736181338222936,1,1,1,1,1,1,0,9923415594727225,0,9923415594727225,0,9923415594727225,0,9923415594727223,0,9736181338222936,1,0,9732580679444014,0,9541745764160788,0,9548947081718653,0,992341559472722,0,9923415594727224,1,0,9923415594727222,0,9541745764160788,0,8558211970008833,0,7251726780762207,0,7863838773180063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;51c81edfd9bfa;0;true;5,066446874130906;45,5679999999845;188,62736460860518;39,50000000000029;4,775376319205159;Module 2,2_10;28,11,2019
